Project,Severity,Status,Line,Message,Component,Debt,Effort,Creation Date
ReportComparator,MAJOR,OPEN,373,"Function ""_make_tarball"" has 8 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/shutil.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,452,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/shutil.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,544,"Function ""make_archive"" has 9 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/shutil.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,89,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/sysconfig.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,122,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/sysconfig.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,215,Refactor this function to reduce its Cognitive Complexity from 74 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/sysconfig.py,1h4min,1h4min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,463,Refactor this function to reduce its Cognitive Complexity from 60 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/sysconfig.py,50min,50min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,603,Refactor this function to reduce its Cognitive Complexity from 58 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/sysconfig.py,48min,48min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,67,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,399,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,516,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,752,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1383,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,13min,13min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1518,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1528,"Either merge this branch with the identical one on line ""1526"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1606,Refactor this function to reduce its Cognitive Complexity from 39 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,29min,29min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1606,"Method ""__init__"" has 13 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1714,Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,19min,19min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1911,Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,24min,24min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,2004,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,2009,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,2038,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,2221,"Either merge this branch with the identical one on line ""2216"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,2237,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,2272,"Either merge this branch with the identical one on line ""2260"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,2361,"Remove the unused local variable ""linkpath"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,2364,"Remove the unused local variable ""linkpath"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,2414,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/_backport/tarfile.py,17min,17min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,148,Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,15min,15min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,206,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,13min,13min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,381,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,21min,21min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,948,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,972,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,983,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1040,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,18min,18min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1049,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/compat.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,114,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,18min,18min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,245,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,16min,16min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,594,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,705,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,884,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,25min,25min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,938,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,964,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1038,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1107,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1222,Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/database.py,19min,19min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,129,"Remove the unused local variable ""response"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/index.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,239,"Method ""upload_file"" has 8 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/index.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,373,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/index.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,231,Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,33min,33min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,342,Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,22min,22min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,381,"Remove this unneeded ""pass"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,481,"Remove the unused local variable ""urls"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,700,"Either merge this branch with the identical one on line ""698"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,702,"Either merge this branch with the identical one on line ""698"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,704,"Either merge this branch with the identical one on line ""698"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,706,"Either merge this branch with the identical one on line ""698"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,708,"Either merge this branch with the identical one on line ""698"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,719,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,18min,18min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,752,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,25min,25min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,988,Refactor this function to reduce its Cognitive Complexity from 49 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,39min,39min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1184,Refactor this function to reduce its Cognitive Complexity from 65 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/locators.py,55min,55min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,130,Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/manifest.py,24min,24min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,157,"Remove the unused local variable ""found"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/manifest.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,170,"Remove the unused local variable ""found"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/manifest.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,184,"Remove the unused local variable ""found"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/manifest.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,317,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/manifest.py,17min,17min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,122,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,34min,34min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,153,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,182,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,335,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,391,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,444,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,25min,25min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,472,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,478,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,483,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,488,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,517,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,11min,11min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,561,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,13min,13min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,695,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,763,Refactor this function to reduce its Cognitive Complexity from 55 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,45min,45min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,816,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,18min,18min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,844,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,877,Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,22min,22min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,945,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,994,"Remove the unused local variable ""author"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,995,"Remove the unused local variable ""maintainer"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1007,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/metadata.py,23min,23min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,188,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/resources.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,236,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/scripts.py,25min,25min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,309,Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/scripts.py,15min,15min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,56,Refactor this function to reduce its Cognitive Complexity from 46 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,36min,36min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,145,Refactor this function to reduce its Cognitive Complexity from 94 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,1h24min,1h24min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,385,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,437,"Rename class ""cached_property"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,448,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,595,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,599,Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,19min,19min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,606,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,617,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,708,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,877,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,915,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1061,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1125,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1194,Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,22min,22min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1327,"Rename method ""ETA"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1377,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,17min,17min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1418,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1660,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/util.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,184,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/version.py,16min,16min,2019-01-24T12:22:27+0100
